16-Jun-2023 16:33:32,50.0448952,1648,1709.135437,NaN
16-Jun-2023 16:37:26,50.0448952,1648,1709.135437,NaN
16-Jun-2023 16:40:53,49.909626,1648,1723.50238,NaN
16-Jun-2023 16:44:49,49.9637413,1648,1721.1599730000003,NaN
16-Jun-2023 16:46:51,49.9637413,1648,1721.1599730000003,NaN
16-Jun-2023 16:48:59,50.065033,1590,1722.7843619999999,NaN
16-Jun-2023 16:56:25,49.972023,1590,1689.656433,NaN
16-Jun-2023 17:01:30,50.0197105,0,1586.5832520000004,NaN
16-Jun-2023 17:06:32,50.1616173,1398,1526.0466920000001,NaN
16-Jun-2023 17:11:34,50.1610146,1398,1458.712921,NaN
16-Jun-2023 17:24:40,50.0737839,1398,1440.417206,NaN
16-Jun-2023 17:30:42,50.0118179,1398,1516.381499,NaN
16-Jun-2023 17:35:46,50.0020981,1648,1610.108276,NaN
16-Jun-2023 17:40:48,50.0277328,1648,1664.291076,NaN
16-Jun-2023 17:45:50,50.0224037,1648,1700.53595,NaN
16-Jun-2023 17:50:58,1,ٰ,ښ,NaN
16-Jun-2023 18:04:21,50.2512436,1648,1678.3921500000001,NaN
17-Jun-2023 09:53:46,49.9678841,1007,1105.3746030000002,NaN
17-Jun-2023 09:55:01,49.9678841,1007,1105.3746030000002,NaN
17-Jun-2023 09:56:44,49.9678841,1007,1105.3746030000002,NaN
17-Jun-2023 09:57:08,49.9678841,1007,1105.3746030000002,NaN
17-Jun-2023 09:57:35,49.9678841,1007,1105.3746030000002,NaN
17-Jun-2023 09:58:01,49.9678841,1007,1105.3746030000002,NaN
17-Jun-2023 09:58:22,49.9678841,1007,1105.3746030000002,NaN
17-Jun-2023 09:58:45,50.0139122,1007,1122.211182,NaN
17-Jun-2023 09:59:29,50.0139122,1007,1122.211182,NaN
17-Jun-2023 10:00:12,50.0139122,1007,1122.211182,NaN
17-Jun-2023 10:01:06,50.0139122,1007,1122.211182,NaN
17-Jun-2023 10:01:41,50.0139122,1007,1122.211182,NaN
17-Jun-2023 10:02:25,50.0139122,1007,1122.211182,NaN
17-Jun-2023 10:02:55,50.0139122,1007,1122.211182,NaN
17-Jun-2023 10:03:38,50.061512,1007,1127.259216,NaN
17-Jun-2023 10:04:09,50.061512,1007,1127.259216,NaN
17-Jun-2023 10:04:33,50.061512,1007,1127.259216,NaN
17-Jun-2023 10:04:49,50.061512,1007,1127.259216,NaN
17-Jun-2023 10:05:05,50.061512,1007,1127.259216,NaN
17-Jun-2023 10:05:23,50.061512,1007,1127.259216,NaN
17-Jun-2023 10:06:08,50.061512,1007,1127.259216,NaN
17-Jun-2023 10:06:24,50.061512,1007,1127.259216,NaN
17-Jun-2023 10:07:13,50.061512,1007,1127.259216,NaN
17-Jun-2023 10:07:49,50.061512,1007,1127.259216,NaN
17-Jun-2023 10:08:04,50.061512,1007,1127.259216,NaN
17-Jun-2023 10:08:23,50.061512,1007,1127.259216,NaN
17-Jun-2023 10:08:36,49.9287872,1007,1085.572053,NaN
17-Jun-2023 10:08:49,49.9287872,1007,1085.572053,NaN
17-Jun-2023 10:09:04,49.9287872,1007,1085.572053,NaN
17-Jun-2023 10:09:20,49.9287872,1007,1085.572053,NaN
17-Jun-2023 10:09:31,49.9287872,1007,1085.572053,NaN
17-Jun-2023 10:10:01,49.9287872,1007,1085.572053,NaN
17-Jun-2023 10:10:15,49.9287872,1007,1085.572053,NaN
17-Jun-2023 10:10:29,49.9287872,1007,1085.572053,NaN
17-Jun-2023 10:10:42,49.9287872,1007,1085.572053,NaN
